1.398223, Gdańsk, Poland, PL, 18.64637, 54.35205
149.376319, Köln, Deutschland, DE, 6.95, 50.93333
150.376569, Gütersloh, Deutschland, DE, 8.37854, 51.90693
151.373011, Aigle, Switzerland, CH, 6.96457, 46.3181
152.373096, Geneva, Switzerland, CH, 6.14569, 46.20222
153.8440683, Romorantin-Lanthenay, France, FR, 1.73951, 47.3552
154.376138, Baden-Baden, Alemania, DE, 8.23975, 48.7606
155.384349, Dublin, Ireland, IE, -6.24889, 53.33306
156.398532, Warsaw, Poland, PL, 21.01178, 52.22977
157.393153, Ámsterdam, Holanda, NL, 4.88969, 52.37403
158.379683, Nantes, France, FR, -1.55336, 47.21725
159.464137, Salamanca, España, ES, -5.65, 40.96667
160.388718, Torino, Italia, IT, 7.68682, 45.07049
161.425960, Abstatt, Germany, DE, 9.2907, 49.0682
162.388096, Genova, Italia, IT, 8.93386, 44.40632
163.315056, Aeroporto di Nizza Costa Azzurra, Francia, FR, 7.212856, 43.66379
164.406379, Серравалле, Сан-Марино, SM, 12.48167, 43.96897
165.388252, Милан, Италия, IT, 9.18951, 45.46427
166.379252, Burdeos, Francia, FR, -0.5805, 44.84044
167.388743, Venice, Italy, IT, 12.32667, 45.43861
168.378660, Málaga, Spain, ES, -4.420328617095947, 36.72001266479492
169.438330, Entzheim, France, FR, 7.63329, 48.53224
170.367976, Tirana, Albanien, AL, 19.81889, 41.3275
171.393361, Роттердам, Нидерланды, NL, 4.47917, 51.9225
172.393153, Амстердам, Нидерланды, NL, 4.88969, 52.37403
173.388252, Milano, Italia, IT, 9.18951, 45.46427
174.377293, Stoccarda, Germania, DE, 9.17702, 48.78232
175.378475, Benicarló, España, ES, 0.42709, 40.4165
176.393153, Amesterdão, Holanda, NL, 4.88969, 52.37403
177.398868, Porto, Portugal, PT, -8.61099, 41.14961
178.388058, Florence, Italy, IT, 11.25, 43.76667
179.378797, Sevilla, España, ES, -5.97613, 37.38241
180.373152, Lucerne, Switzerland, CH, 8.306272506713867, 47.0504150390625
181.368571, Vienna, Austria, AT, 16.37208, 48.20849
182.377149, Rosenheim, Deutschland, DE, 12.12247, 47.85637
183.368399, Bischofshofen, Österreich, AT, 13.21667, 47.41667
184.388748, Verona, Italia, IT, 10.99779, 45.43419
185.388706, Trento, Italia, IT, 11.12108, 46.06787
186.368593, Zell am See, Austria, AT, 12.79444, 47.32556
187.464076, Мюнстер, Німеччина, DE, 7.62571, 51.96236
188.376460, Франкфурт, Німеччина, DE, 8.68417, 50.11552
189.380553, Londres, Royaume-Uni, GB, -0.12574, 51.50853
190.439188, Chalais, France, FR, 0.0388, 45.27338
191.379252, Bordeaux, France, FR, -0.5805, 44.84044
192.383168, Budapeste, Hungria, HU, 19.03991, 47.49801
193.406223, Košice, Slovensko, SK, 21.25808, 48.71395
194.398388, Oppeln, Polen, PL, 17.95, 50.66667
195.376712, Karlsruhe, Deutschland, DE, 8.38583, 49.00472
196.368401, Braunau, Österreich, AT, 13.0333333, 48.2666667
197.368461, Jenbach, Österreich, AT, 11.77245, 47.39173
198.398202, Kraków, Poland, PL, 19.91667, 50.08333
199.378824, Tolosa, Espanha, ES, -2.07801, 43.13484
200.429002, São Sebastião, Espanha, ES, -1.97499, 43.31283
201.451264, Пшемысль, Польша, PL, 22.76728, 49.78498
202.398504, Щецин, Польша, PL, 14.55302, 53.42894
203.389709, Séoul, Corée du Sud, KR, 126.97783, 37.56826
204.378431, Santiago de Compostela, España, ES, -8.54569, 42.88052
205.407252, Rize, Türkiye, TR, 40.52194, 41.02083
206.407184, İzmir, Türkiye, TR, 27.13838, 38.41273
207.378875, Zaragoza, España, ES, -0.87734, 41.65606
208.329460, Bochum Hbf, Deutschland, DE, 7.224109, 51.478651
209.377293, Stuttgart, Germany, DE, 9.17702, 48.78232
210.393814, Oslo, Norway, NO, 10.74609, 59.91273
211.313885, Venice Marco Polo Airport, Italy, IT, 12.34327, 45.505
212.387788, Bolzano, Italy, IT, 11.33358, 46.49272
213.378482, Бильбао, Испания, ES, -2.92528, 43.26271
214.379964, Vierzon, France, FR, 2.08333, 47.21667
215.436802, Les Sables-d'Olonne, France, FR, -1.78333, 46.5
216.361901, Lille Flandres, France, FR, 3.081583, 50.644704
217.388743, Veneza, Itália, IT, 12.32667, 45.43861
218.388252, Milão, Itália, IT, 9.18951, 45.46427
219.361896, Rennes, France, FR, -1.675535, 48.101359
220.364036, Auxerre-St-Gervais, France, FR, 3.586749, 47.796085
221.378571, Fuengirola, España, ES, -4.62473, 36.53998
222.406213, Handlova, Slovakia, SK, 18.76012, 48.7276
223.390305, Luxembourg, Luxembourg, LU, 6.13, 49.61167
224.378468, Barcelone, Espagne, ES, 2.15899, 41.38879
225.378439, Aranjuez, España, ES, -3.60246, 40.03108
226.16885124, Hagen, Deutschland, DE, 7.977953, 52.196336
227.373033, Bern, Schweiz, CH, 7.44744, 46.94809
228.376319, Cologne, Germany, DE, 6.95, 50.93333
229.379684, Narbonne, France, FR, 3.0, 43.18333
230.398728, Faro, Portugal, PT, -7.93223, 37.01937
231.393147, Alkmaar, Niederlande, NL, 4.74861, 52.63167
232.388189, Lucca, Italy, IT, 10.50585, 43.84357
233.379839, St-Malo, Francja, FR, -2.01667, 48.65
234.367843, Andorra la Vella, Andorra, AD, 1.5207105875015259, 42.5076904296875
235.379928, Tours, France, FR, 0.68333, 47.38333
236.389867, Vaduz, Liechtenstein, LI, 9.52154, 47.14151
237.377011, Oberstdorf, Germany, DE, 10.27939, 47.40724
238.393225, Eindhoven, Netherlands, NL, 5.47778, 51.44083
239.380324, Edinburgh, United Kingdom, GB, -3.19648, 55.95206
240.380282, Dewsbury, United Kingdom, GB, -1.62907, 53.69076
241.315090, London Gatwick Airport, United Kingdom, GB, -0.17620690166950226, 51.160465240478516
242.398773, Lisboa, Portugal, PT, -9.13333, 38.71667
243.379202, Avignon, France, FR, 4.808858871459961, 43.94834899902344
244.314931, Cairo, Égypte, EG, 31.41389, 30.11139
245.378564, Estepona, España, ES, -5.14589, 36.42764
246.376217, Берлин, Германия, DE, 13.41053, 52.52437
247.388521, Salerno, Italy, IT, 14.76599, 40.67797
248.445400, Positano, Italy, IT, 14.48427, 40.62829
249.390525, Riga, Latvia, LV, 24.10589, 56.946
250.378849, Valencia, Spain, ES, -0.37739, 39.46975
251.378476, Benidorm, Spain, ES, -0.13098, 38.53816
252.380378, Glasgow, United Kingdom, GB, -4.25763, 55.86515
253.380756, Southport, United Kingdom, GB, -3.00648, 53.64779
254.388405, Piacenza, Italy, IT, 9.69937, 45.04676
255.376348, Dillingen an der Saar, Niemcy, DE, 6.72781, 49.35557
256.314844, Dortmund Airport, Niemcy, DE, 7.61341, 51.51531
257.314522, Milan Malpensa Airport, Italy, IT, 8.722839, 45.63136
258.380660, Peterborough, United Kingdom, GB, -0.24777, 52.57364
259.380286, Doncaster, United Kingdom, GB, -1.13691, 53.52327
260.378482, Bilbao, España, ES, -2.92528, 43.26271
261.379901, Estrasburgo, Francia, FR, 7.74296, 48.58342
262.441362, Launceston, United Kingdom, GB, -4.36006, 50.63699
263.375859, Praga, Chéquia, CZ, 14.42076, 50.08804
264.378585, Гранада, Испания, ES, -3.60667, 37.18817
265.378660, Малага, Испания, ES, -4.420328617095947, 36.72001266479492
266.378537, Coria, España, ES, -6.53772, 39.98788
267.398773, Lisbon, Portugal, PT, -9.13333, 38.71667
268.421541, Langeoog, Deutschland, DE, 7.4832329750061035, 53.74998474121094
269.376248, Bochum, Deutschland, DE, 7.21648, 51.48165
270.388387, Парма, Италия, IT, 10.32898, 44.80266
271.384349, Dublín, Irlanda, IE, -6.24889, 53.33306
272.378700, Murcia, España, ES, -1.13004, 37.98704
273.377001, Нюрнберг, Германия, DE, 11.06833, 49.44778
274.375960, Terezín, Chequia, CZ, 14.15055, 50.511
275.379727, Parigi, Francia, FR, 2.3488, 48.85341
276.405549, Владикавказ, Россия, RU, 44.66778, 43.03667
277.403838, Москва, Россия, RU, 37.61556, 55.75222
278.365781, Valence TGV, France, FR, 4.979057, 44.991253
279.379577, Lille, France, FR, 3.05858, 50.63297
280.338578, Roma Tiburtina, Italia, IT, 12.531457, 41.911072
281.378642, Lérida, España, ES, 0.61667, 41.61667
282.1003149, Malaga María Zambrano, España, ES, -4.431835, 36.711968
283.376460, Francfort-sur-le-Main, Allemagne, DE, 8.68417, 50.11552
284.393393, Тилбург, Нидерланды, NL, 5.0913, 51.55551
285.376284, Braunschweig, Deutschland, DE, 10.52673, 52.26594
286.378653, Lugo, España, ES, -7.56667, 43.0
287.398773, Lissabon, Portugal, PT, -9.13333, 38.71667
288.340841, Rotterdam Centraal, Nederland, NL, 4.468771, 51.924804
289.379727, Parijs, Frankrijk, FR, 2.3488, 48.85341
290.429002, San Sebastián, España, ES, -1.97499, 43.31283
291.1001081, Figueres - Vilafant, Espagne, ES, 2.943547, 42.264771
292.379732, Perpignan, France, FR, 2.89541, 42.69764
293.379768, Reims, France, FR, 4.03333, 49.25
294.379702, Noyon, France, FR, 3.0, 49.58333
295.422061, Kempten (Allgäu), Deutschland, DE, 10.31389, 47.72674
296.377001, Nürnberg, Deutschland, DE, 11.06833, 49.44778
297.314044, Aeropuerto de Amsterdam Schiphol, Holanda, NL, 4.763385, 52.30907
298.393245, Groninga, Holanda, NL, 6.56667, 53.21917
299.376488, Füssen, Germany, DE, 10.70171, 47.57143
300.415317, Louvain-la-Neuve, Bélgica, BE, 4.61443, 50.66829
301.388420, Pisa, Italy, IT, 10.39659, 43.71553
302.314957, Аэропорт Мадрида Барахас, Испания, ES, -3.5695650577545166, 40.468257904052734
303.376946, Мюнхен, Германия, DE, 11.57549, 48.13743
304.415624, St. Gallen, Switzerland, CH, 9.37477, 47.42391
305.313878, Zurich Airport, Switzerland, CH, 8.5613956, 47.4512017
306.16839358, Étretat, Normandie, France, FR, 0.205552, 49.706939
307.379417, Flers, France, FR, -0.57466, 48.73722
308.387984, Como, Italy, IT, 9.08744, 45.80998
309.328621, Vagnhärad tågstation, Sverige, SE, 17.496822, 58.945683
310.406054, Södertälje, Sverige, SE, 17.62525, 59.19554
311.319191, Grimsby Town, United Kingdom, GB, -0.0867997, 53.563586
312.318971, Ebbsfleet International, United Kingdom, GB, 0.322576557543, 51.4424643182
313.315101, Birmingham International Airport, United Kingdom, GB, -1.738474, 52.45309
314.448546, Lamezia Terme, Italia, IT, 16.3092, 38.96589
315.407908, Киев, Украина, UA, 30.5238, 50.45466
316.388420, Пиза, Италия, IT, 10.39659, 43.71553
317.393329, Nijmegen, Netherlands, NL, 5.85278, 51.8425
318.378668, 马贝拉, 西班牙, ES, -4.88583, 36.51543
319.378660, 马拉加, 西班牙, ES, -4.420328617095947, 36.72001266479492
320.398570, Zielona Góra, Polen, PL, 15.50643, 51.93548
321.377541, Köpenhamn, Danmark, DK, 12.56553, 55.67594
322.427775, Alicante, España, ES, -0.48149, 38.34517
323.319760, Milton Keynes Central, United Kingdom, GB, -0.7746968, 52.0343203
324.319692, Manchester Piccadilly, United Kingdom, GB, -2.2312854, 53.4775242
325.376272, Bremen, Deutschland, DE, 8.80777, 53.07516
326.320748, Lorient, France, FR, -3.368291, 47.754508
327.380214, Chester, United Kingdom, GB, -2.89189, 53.1905
328.380587, Middlesbrough, United Kingdom, GB, -1.23483, 54.57623
329.379727, Париж, Франция, FR, 2.3488, 48.85341
330.378795, Segovia, España, ES, -4.11667, 40.95
331.380553, Лондон, Великобритания, GB, -0.12574, 51.50853
332.380190, Кардифф, Великобритания, GB, -3.18, 51.48
333.376742, Kolbermoor, Deutschland, DE, 12.06696, 47.84965
334.390525, Рига, Латвия, LV, 24.10589, 56.946
335.378268, Таллин, Эстония, EE, 24.75353, 59.43696
336.378655, 马德里, 西班牙, ES, -3.70256, 40.4165
337.464137, 萨拉曼卡, 西班牙, ES, -5.65, 40.96667
338.380882, York, United Kingdom, GB, -1.08271, 53.95763
339.319844, Newcastle, United Kingdom, GB, -1.6173105, 54.968199
340.388628, Siena, Italia, IT, 11.33283, 43.32004
341.377599, Helsingör, Danmark, DK, 12.6136, 56.03606
342.377449, Wiesbaden, Germany, DE, 8.24932, 50.08258
343.376174, Bad Schwalbach, Germany, DE, 8.06964, 50.14196
344.446368, Maiori, Italy, IT, 14.6407, 40.64848
345.460604, Кам'янець-Подільський, Україна, UA, 26.58559, 48.6845
346.398202, Krakow, Польща, PL, 19.91667, 50.08333
347.406028, Malmö, Sweden, SE, 13.00073, 55.60587
348.328502, Kristinehamn tågstation, Sverige, SE, 14.107643, 59.316975
349.328437, Göteborg centralstation, Sverige, SE, 11.973424, 57.709308
350.405996, Göteborg, Sverige, SE, 11.96679, 57.70716
351.406008, Karlstad, Sverige, SE, 13.50357, 59.3793
352.379730, Pau, Francia, FR, -0.36667, 43.3
353.368571, Vienne, Autriche, AT, 16.37208, 48.20849
354.380124, Birmingham, United Kingdom, GB, -1.89983, 52.48142
355.380061, Andover, United Kingdom, GB, -1.48246, 51.20828
356.378468, Барселона, Испания, ES, 2.15899, 41.38879
357.378581, Жирона, Испания, ES, 2.82493, 41.98311
358.314876, Oslo Sandefjord Airport, Torp, Norway, NO, 10.253893852233887, 59.1861572265625
359.388060, Foggia, Italia, IT, 15.54925, 41.46093
360.378849, Valence, Espagne, ES, -0.37739, 39.46975
361.376362, Дортмунд, Германия, DE, 7.466, 51.51494
362.376228, Билефельд, Германия, DE, 8.53333, 52.03333
363.398282, Kołobrzeg, Polska, PL, 15.58342, 54.17565
364.398269, Katowice, Polska, PL, 19.02754, 50.25842
365.378725, Пальма, Испания, ES, 2.65024, 39.56939
366.383026, Zagreb, Kroatië, HR, 15.97798, 45.81444
367.369233, Brussel, België, BE, 4.34878, 50.85045
368.329463, Bonn Hbf, Germany, DE, 7.097136, 50.732007
369.333875, Gera Hbf, Germany, DE, 12.077088, 50.883421
370.373240, Spiez, Switzerland, CH, 7.69111, 46.68473
371.16836735, Milan Centrale, Italy, IT, 9.20482, 45.48713
372.375495, Brno, Czechia, CZ, 16.60753059387207, 49.19510269165039
373.369231, Brujas, Bélgica, BE, 3.22424, 51.20892
374.315659, Fes-Saïss, Maroc, MA, -4.979167, 33.92722
375.16836735, Milano Centrale, Italia, IT, 9.20482, 45.48713
376.3333180, Pontedera-Casciana Terme, Italia, IT, 10.628782, 43.66214
377.433894, Salbris, France, FR, 2.05124, 47.4242
378.388743, Venise, Italie, IT, 12.32667, 45.43861
379.379225, Bellegarde-sur-Valserine, France, FR, 5.82421, 46.10787
380.378580, Gijón, Spain, ES, -5.66152, 43.53573
381.378726, Pamplona, España, ES, -1.64323, 42.81687
382.405996, Gothenburg, Sweden, SE, 11.96679, 57.70716
383.16838817, Stockholm-Arlanda, Sweden, SE, 17.9342942, 59.6493928
384.388162, Lecce, Italia, IT, 18.17202, 40.35703
385.387700, Altamura, Italia, IT, 16.55368, 40.82923
386.378813, Tarragona, España, ES, 1.25, 41.11667
387.388096, Генуя, Италия, IT, 8.93386, 44.40632
388.315110, London Heathrow Airport, United Kingdom, GB, -0.452638, 51.4708554
389.380094, Banbury, United Kingdom, GB, -1.34029, 52.0602
390.379532, La Roche-sur-Yon, France, FR, -1.43333, 46.66667
391.314039, Аэропорт Кельн / Бонн, Германия, DE, 7.119956, 50.879908
392.398202, Cracovia, Polonia, PL, 19.91667, 50.08333
393.431201, Ciudad Rodrigo, Spain, ES, -6.53333, 40.6
394.401716, Belgrade, Serbia, RS, 20.46513, 44.80401
395.399578, Bucharest, Romania, RO, 26.10626, 44.43225
396.376371, Duisburg, Germany, DE, 6.76516, 51.43247
397.3333605, Castellammare Di Stabia, Italia, IT, 14.483874, 40.701495
398.387885, Caserta, Italia, IT, 14.33493, 41.08322
399.378668, Marbella, España, ES, -4.88583, 36.51543
400.376427, Erlangen, Germany, DE, 10.99497, 49.59561
401.320763, Amsterdam Centraal, Netherlands, NL, 4.900349, 52.3789
402.377541, Kopenhagen, Dänemark, DK, 12.56553, 55.67594
403.380163, Brighton, United Kingdom, GB, -0.13947, 50.82838
404.393311, Maastricht, Netherlands, NL, 5.68889, 50.84833
405.379549, Le Havre, France, FR, 0.10767, 49.4938
406.379597, Lourdes, France, FR, -0.05, 43.1
407.376367, Drážďany, Německo, DE, 13.73832, 51.05089
408.387773, Bergamo, Italien, IT, 9.66895, 45.69798
409.314826, Berlin Tegel Airport, Germany, DE, 13.28903, 52.5548
410.314039, Cologne/Bonn Airport, Germany, DE, 7.119956, 50.879908
411.314966, Aeropuerto de Gran Canaria, España, ES, -15.38745, 27.93935
412.379922, Toulouse, France, FR, 1.44367, 43.60426
413.439602, Bourg-Saint-Maurice, France, FR, 6.76902, 45.61716
414.379379, Дижон, Франция, FR, 5.01667, 47.31667
415.379276, Кан, Франция, FR, -0.35912, 49.18585
416.4906814, Madonna di Campiglio, Italien, IT, 10.829208, 46.232014
417.447011, Dimaro, Italien, IT, 10.87077, 46.32621
418.380281, Derby, United Kingdom, GB, -1.47663, 52.92277
419.314028, Aeroporto de Bruxelas, Bélgica, BE, 4.4848145, 50.8955342
420.407183, Istanbul, Turquie, TR, 28.94966, 41.01384
421.369863, Sófia, Bulgária, BG, 23.32415, 42.69751
422.393329, Nimwegen, Niederlande, NL, 5.85278, 51.8425
423.314044, Amsterdam Flughafen Schiphol, Niederlande, NL, 4.763385, 52.30907
424.380566, Luton, United Kingdom, GB, -0.41748, 51.87967
425.1003461, Llançà, Espagne, ES, 3.149123, 42.366729
426.315097, Aeropuerto de Edinburgo, Reino Unido, GB, -3.365187, 55.94804
427.315111, London Luton Airport, United Kingdom, GB, -0.376292, 51.879379
428.393390, The Hague, Netherlands, NL, 4.29861, 52.07667
429.376272, Brema, Alemania, DE, 8.80777, 53.07516
430.380190, Cardiff, United Kingdom, GB, -3.18, 51.48
431.376123, Aurich, Deutschland, DE, 7.48232, 53.46919
432.433326, Trouville-sur-Mer, France, FR, 0.08041, 49.3657
433.388498, 罗马, 意大利, IT, 12.4839, 41.89474
434.393390, Haag, Nederländerna, NL, 4.29861, 52.07667
435.378823, Toledo, España, ES, -4.02263, 39.8581
436.388452, Pozzuoli, Italy, IT, 14.11001, 40.83196
437.378425, Almería, España, ES, -2.45974, 36.83814
438.383008, Rijeka, Croatia, HR, 14.40917, 45.34306
439.388045, Ferrara, Italy, IT, 11.62071, 44.82678
440.380446, Ilfracombe, Devon, United Kingdom, GB, -4.11344, 51.2093
441.369425, Liège, Belgique, BE, 5.56749, 50.63373
442.320757, Paris Gare du Nord, France, FR, 2.354924, 48.880472
443.329792, Holzwickede, Deutschland, DE, 7.619643, 51.504765
444.376590, Hannover, Deutschland, DE, 9.73322, 52.37052
